countrycode_1,countrycode_2,lingdist_tree_weighted,lingprox_CogNet_weighted,lingprox_GLED_weighted,common_official
ABW,ABW,.64805382,.42494076,.39111501,1
ABW,AFG,.90691608,.017322723,.083759122,0
ABW,AGO,.84297127,.20464285,.18625933,0
ABW,AIA,.91647816,.016933409,.015740385,1
ABW,ALA,.865596,.19189054,.3252461,0
ABW,ALB,.87833714,.0081648761,.12541623,0
ABW,AND,.67868108,.42295671,.39726192,0
ABW,ARE,.87374246,.15212682,.14872542,1
ABW,ARG,.61841697,.46779147,.43022496,0
ABW,ARM,.87781411,.068203978,.15222658,0
ABW,ASM,.82954925,.22205651,.20409381,1
ABW,ATG,.88341987,.071395315,.066365242,1
ABW,AUS,.70969462,.36729303,.34482381,1
ABW,AUT,.75926882,.20413196,.19949679,0
ABW,AZE,.96460545,.03976566,.057711847,0
ABW,BDI,.98008275,.03034177,.027190454,0
ABW,BEL,.75998747,.29705623,.32418463,1
ABW,BEN,.93008816,.090244971,.08044561,0
ABW,BES,.73475105,.29098684,.26984614,1
ABW,BFA,.95070839,.075202271,.067364603,0
ABW,BGD,.8768487,.092331395,.16096023,0
ABW,BGR,.85505992,.15913677,.19710255,0
ABW,BHR,.97500861,.018667636,.025102755,1
ABW,BHS,.90054405,.043203212,.037783485,1
ABW,BIH,.72161132,.021838499,.10744481,0
ABW,BLM,.77165616,.32638058,.29232675,0
ABW,BLR,.86952877,.14158981,.19741525,0
ABW,BLZ,.71143103,.3382324,.31185013,1
ABW,BMU,.66475445,.43203491,.40129644,1
ABW,BOL,.67694181,.39527062,.36199847,0
ABW,BRA,.67391133,.42059341,.3835955,0
ABW,BRB,.88990492,.0608279,.056542341,1
ABW,BRN,.90448827,.12433444,.11428385,1
ABW,BTN,.98975486,.0028054442,.0038267286,1
ABW,BWA,.90234989,.15152927,.11697216,1
ABW,CAF,.90672761,.054881368,.049143407,0
ABW,CAN,.73130542,.34824851,.32785121,1
ABW,CCK,.83364791,.1081429,.10052382,1
ABW,CHE,.75364345,.26115954,.34031925,0
ABW,CHL,.61277533,.47606438,.43664959,0
ABW,CHN,.99035829,.014636857,.010803166,0
ABW,CIV,.92902356,.089712366,.080227882,0
ABW,CMR,.85728467,.17030942,.155424,1
ABW,COD,.92531979,.10112013,.089704655,0
ABW,COG,.86453474,.1668047,.1493015,0
ABW,COK,.83905381,.20731978,.19271331,1
ABW,COL,.60562313,.48441803,.44399348,0
ABW,COM,.94690627,.081026047,.072588809,0
ABW,CPV,.79615808,.18390726,.16739294,0
ABW,CRI,.60900033,.48001981,.44004372,0
ABW,CUB,.60141748,.48885682,.44781911,0
ABW,CUW,.67871976,.36395484,.3355127,1
ABW,CXR,.81749439,.19728467,.18177468,1
ABW,CYM,.67311209,.42216235,.39019886,1
ABW,CYP,.81716764,.20734808,.23479785,0
ABW,CZE,.85443449,.16336988,.19593155,0
ABW,DEU,.77611482,.28002977,.31025723,0
ABW,DJI,.91817057,.12811057,.11188574,0
ABW,DMA,.77214628,.23486836,.21480903,1
ABW,DNK,.7861076,.29294479,.34070316,0
ABW,DOM,.6189115,.46451464,.42259112,0
ABW,DZA,.95460248,.073863022,.060395814,0
ABW,ECU,.63246,.45080599,.41343307,0
ABW,EGY,.94720131,.076382123,.063759379,0
ABW,ERI,1,.0064434167,0,1
ABW,ESH,.94637609,.084864356,.07145261,0
ABW,ESP,.64556223,.43286255,.39587817,0
ABW,EST,.87936723,.15348564,.16646789,0
ABW,ETH,.99940675,.0051100408,.00070588989,0
ABW,FIN,.85284919,.22799905,.21877779,0
ABW,FJI,.90235519,.089088626,.081528254,1
ABW,FLK,.6641866,.43257162,.40209529,1
ABW,FRA,.74237931,.35611591,.33294696,0
ABW,FRO,.83366036,.12267996,.31050691,0
ABW,FSM,.88111711,.15348692,.1423379,1
ABW,GAB,.85630488,.21761392,.1949119,0
ABW,GBR,.69612223,.38950586,.3666397,1
ABW,GEO,.95695049,.062912449,.068014279,0
ABW,GGY,.66450757,.43105429,.40068486,1
ABW,GHA,.88221979,.13788812,.12786375,1
ABW,GIB,.66071355,.42827937,.39575225,1
ABW,GIN,.94382274,.085730076,.076803006,0
ABW,GLP,.82895219,.17431037,.15421768,0
ABW,GMB,.9466182,.076233253,.068585217,1
ABW,GNB,.9102205,.054341186,.049484938,0
ABW,GNQ,.76278204,.29252794,.26672369,0
ABW,GRC,.81111825,.19769132,.24211961,0
ABW,GRD,.9138459,.02162992,.020106008,1
ABW,GRL,.97846627,.039009657,.037089117,0
ABW,GTM,.67832464,.3945154,.36139318,0
ABW,GUF,.8327983,.18471926,.16298226,0
ABW,GUM,.82144225,.24318823,.21032417,1
ABW,GUY,.89334387,.058429006,.053973172,1
ABW,HKG,.90725648,.12001972,.11090151,0
ABW,HND,.60469186,.48489031,.44420454,0
ABW,HRV,.72975397,.2351321,.26915815,0
ABW,HTI,.84938622,.15502222,.10183901,0
ABW,HUN,.91339523,.1395883,.11387268,0
ABW,IDN,.99631667,.036442358,.00015276916,0
ABW,IMN,.66887689,.42464569,.39608246,1
ABW,IND,.8706311,.10089345,.13983312,1
ABW,IOT,.6641866,.43257162,.40209529,1
ABW,IRL,.71940696,.35849208,.34746078,1
ABW,IRN,.91767395,.0004403771,.090937123,0
ABW,IRQ,.93562371,.077900574,.073013522,0
ABW,ISL,.74917424,.31203443,.35449013,0
ABW,ISR,.88098258,.15701127,.14575996,0
ABW,ITA,.74552292,.26814494,.36031258,0
ABW,JAM,.91122317,.025965866,.019999139,1
ABW,JEY,.66598433,.42530391,.39495978,1
ABW,JOR,.94261688,.080299862,.068720371,0
ABW,JPN,.97168773,.15031751,.033725709,0
ABW,KAZ,.92641062,.096445411,.11213064,0
ABW,KEN,.86377478,.1753009,.16262621,1
ABW,KGZ,.96407646,.053775012,.058609355,0
ABW,KHM,.93945569,.089640081,.073355518,0
ABW,KIR,.91862392,.10693306,.097437851,1
ABW,KNA,.92144847,.0095746787,.012322143,1
ABW,KOR,.93743902,.099925354,.074868761,0
ABW,KWT,.98574239,.019430824,.023462422,0
ABW,LAO,.99322814,.017068353,.0092175808,0
ABW,LBN,.91012716,.12882859,.11398672,0
ABW,LBR,.95708215,.0026209941,.0024298748,1
ABW,LBY,.99702001,.010757324,.0014253356,0
ABW,LCA,.83382934,.11235004,.10798389,1
ABW,LIE,.82212549,.011570806,.30082819,0
ABW,LKA,.88340908,.098302692,.073572174,1
ABW,LSO,.93641961,.099575065,.076219045,1
ABW,LTU,.85797358,.13799225,.19112003,0
ABW,LUX,.7676006,.29290271,.2712259,0
ABW,LVA,.85237986,.13086297,.18813606,0
ABW,MAC,.92991197,.091254294,.084056549,0
ABW,MAF,.85433304,.12371316,.10570179,0
ABW,MAR,.9385671,.093145907,.079048954,0
ABW,MCO,.74430633,.30323529,.35655102,0
ABW,MDA,.83881897,.20257077,.29222032,0
ABW,MDG,.92697823,.10950986,.09850236,0
ABW,MDV,.90765142,.0052412804,0,1
ABW,MEX,.62136424,.46541592,.42660961,0
ABW,MHL,.81677508,.23601767,.21938932,1
ABW,MKD,.88799274,.066397108,.15350387,0
ABW,MLI,.96788859,.049829587,.043901417,0
ABW,MLT,.81802911,.25050801,.24842019,1
ABW,MMR,.99611443,.010297439,.0036665509,0
ABW,MNE,.75708479,.098948427,.12137017,0
ABW,MNG,.97072339,.034095164,.047769718,0
ABW,MNP,.80047429,.27106604,.2388528,1
ABW,MOZ,.88664162,.147617,.13466725,0
ABW,MRT,.97870702,.038948361,.029111361,0
ABW,MSR,.92026728,.010690934,.0099377166,1
ABW,MTQ,.82897776,.17010665,.15239345,0
ABW,MUS,.81738311,.1905694,.17483275,1
ABW,MWI,.98399132,.019915046,.018748205,1
ABW,MYS,.92107773,.1007145,.093947805,1
ABW,MYT,.90263397,.14858977,.13311712,0
ABW,NAM,.92682391,.088403486,.090226993,1
ABW,NCL,.81954002,.27425641,.24553289,0
ABW,NER,.88313383,.040103965,.032776996,0
ABW,NFK,.78089869,.22466408,.20788601,1
ABW,NGA,.9007265,.064201869,.058479264,1
ABW,NIC,.60731047,.48137185,.44095194,0
ABW,NIU,.88476992,.14843144,.13797387,1
ABW,NLD,.7599715,.29040515,.32740003,1
ABW,NOR,.77852064,.19672081,.36222026,0
ABW,NPL,.91778934,.002359634,.0027258557,0
ABW,NRU,.82883298,.22127013,.20495148,1
ABW,NZL,.71441472,.3646695,.34211859,1
ABW,OMN,.98467636,.01491449,.017061912,0
ABW,PAK,.81147206,.12344814,.098151244,1
ABW,PAN,.64850634,.42829213,.39326349,0
ABW,PCN,.90582997,.0021151607,0,1
ABW,PER,.65210664,.42662081,.39084482,0
ABW,PHL,.89990568,.15622795,.11946135,1
ABW,PLW,.80367529,.25617948,.23507471,1
ABW,PNG,.931916,.059425551,.034176879,1
ABW,POL,.84234107,.19526944,.22732921,0
ABW,PRI,.62091744,.47166798,.43410051,1
ABW,PRK,.9999252,.023756355,.000087476779,0
ABW,PRT,.68565881,.41395867,.37973595,0
ABW,PRY,.79064554,.25667673,.23591924,0
ABW,PSE,.99995887,.01076032,.000040961098,0
ABW,PYF,.8069948,.2946043,.26387525,0
ABW,QAT,.97669053,.024200462,.017559152,0
ABW,REU,.82350874,.20694067,.1866221,0
ABW,ROU,.7727173,.29719347,.3642863,0
ABW,RUS,.89371222,.12228381,.16785623,0
ABW,RWA,.94555247,.077902466,.067269191,1
ABW,SAU,.98619932,.014543883,.0096789654,0
ABW,SDN,.99805868,.0066320538,6.1710841e-07,1
ABW,SEN,.97024161,.04605167,.040391516,0
ABW,SGP,.87746215,.15829256,.14509702,1
ABW,SHN,.6641866,.43257162,.40209529,1
ABW,SLB,.89258504,.088683911,.082406737,1
ABW,SLE,.93609577,.033809152,.030009756,1
ABW,SLV,.60016549,.49042481,.44935149,0
ABW,SMR,.76080155,.24566378,.41078109,0
ABW,SOM,.99949384,.0071850047,.00039689356,0
ABW,SPM,.75569588,.37283111,.33400822,0
ABW,SRB,.77744621,.026169071,.048060831,0
ABW,SSD,.99027491,.0034674353,0,1
ABW,STP,.72733039,.33318996,.30281022,0
ABW,SUR,.85695106,.12256339,.12257344,1
ABW,SVK,.86669844,.14334883,.18530481,0
ABW,SVN,.72582424,.20503817,.23731035,0
ABW,SWE,.77433789,.29830101,.35362449,0
ABW,SWZ,.97729844,.029822987,.028019181,1
ABW,SXM,.77543789,.23347859,.22731048,1
ABW,SYC,.80443716,.19891264,.18112171,1
ABW,SYR,.99560851,.010142965,.0071287137,0
ABW,TCA,.89315468,.042840689,.028745599,1
ABW,TCD,.95718479,.059221268,.051809665,0
ABW,TGO,.91767043,.1255312,.11209827,0
ABW,THA,.94236147,.093215525,.069091611,0
ABW,TJK,.92011434,.026861493,.1129197,0
ABW,TKL,.88920832,.14274269,.13265942,1
ABW,TKM,.97747904,.031453826,.028867129,0
ABW,TLS,.9377048,.019851614,.015756594,0
ABW,TON,.92020392,.10695226,.095545977,1
ABW,TTO,.67705452,.40980282,.38075316,1
ABW,TUN,.93335128,.10499313,.088795744,0
ABW,TUR,.98903137,.035197452,.017560663,0
ABW,TUV,.97535312,.031773925,.02951158,1
ABW,TWN,.99398375,.010023908,.006949822,0
ABW,TZA,.97714758,.028479621,.026905492,1
ABW,UGA,.8650223,.17255585,.16065694,1
ABW,UKR,.8830722,.12125628,.18163623,0
ABW,URY,.62126136,.46596918,.43045765,0
ABW,USA,.67383844,.4150033,.38589248,1
ABW,UZB,.96592951,.036932487,.054771818,0
ABW,VAT,.76470274,.27495673,.41241544,0
ABW,VCT,.92061985,.01163363,.017352458,1
ABW,VEN,.60739779,.48164093,.4412764,0
ABW,VGB,.85284352,.1156969,.10671349,1
ABW,VIR,.77859896,.24485111,.22623377,1
ABW,VNM,.99819142,.020027284,.0024763285,0
ABW,VUT,.85595196,.1714755,.15551159,1
ABW,WLF,.89050931,.16709311,.14969371,0
ABW,WSM,.86126542,.18037169,.16611761,1
ABW,YEM,.98244399,.029944863,.021545362,0
ABW,ZAF,.92220384,.10042299,.096026219,1
ABW,ZMB,.92075545,.10034521,.094647072,1
ABW,ZWE,.9185465,.10523267,.097436674,1
AFG,ABW,.90691608,.017322723,.083759122,0
AFG,AFG,.4602842,.28066942,.32130632,1
AFG,AGO,.94858563,.008319566,.06363482,0
AFG,AIA,.81808335,.0015295749,.0051386817,0
AFG,ALA,.87042606,.017068071,.11651304,0
AFG,ALB,.83144814,.00045841947,.060133539,0
AFG,AND,.88394499,.019534254,.12874739,0
AFG,ARE,.87740117,.017523611,.07448107,0
AFG,ARG,.88242322,.017925926,.1218242,0
AFG,ARM,.82538038,.0052532661,.10899792,0
AFG,ASM,.90753859,.020056255,.066629447,0
AFG,ATG,.8180511,.0064490545,.021665916,0
AFG,AUS,.83424377,.033052277,.11725949,0
AFG,AUT,.85269606,.016447881,.068214327,0
AFG,AZE,.92979527,.0031240208,.031704661,0
AFG,BDI,.99164706,.0015588925,.010980942,0
AFG,BEL,.86562967,.020408686,.11713331,0
AFG,BEN,.97306806,.0046407059,.032417599,0
AFG,BES,.90600216,.010200946,.039949447,0
AFG,BFA,.97295332,.0038587099,.027146274,0
AFG,BGD,.75188196,.010727674,.14161775,0
AFG,BGR,.85419399,.012802802,.078237437,0
AFG,BHR,.9012059,.0028137797,.065972932,0
AFG,BHS,.82262111,.0038276217,.012334978,0
AFG,BIH,.85887814,.0016129682,.046997741,0
AFG,BLM,.91000414,.016963605,.11740857,0
AFG,BLR,.8452484,.011354683,.097373866,0
AFG,BLZ,.82339072,.019487521,.092863999,0
AFG,BMU,.82069558,.03825482,.13122346,0
AFG,BOL,.912745,.012247342,.099276774,0
AFG,BRA,.88905364,.017979747,.13002144,0
AFG,BRB,.81823158,.0054945122,.018459084,0
AFG,BRN,.94583172,.01121686,.038256943,0
AFG,BTN,.97471046,.00043213906,.0042633461,0
AFG,BWA,.94694459,.013491621,.038192231,0
AFG,CAF,.98492402,.0028167136,.019803582,0
AFG,CAN,.84880763,.028504755,.12106251,0
AFG,CCK,.95445931,.0097684208,.03281749,0
AFG,CHE,.86482996,.01794358,.12615702,0
AFG,CHL,.88767797,.017063346,.12168505,0
AFG,CHN,.99749494,.00090548559,.0013762936,0
AFG,CIV,.97425747,.004531981,.031888127,0
AFG,CMR,.94063503,.012077307,.05655849,0
AFG,COD,.97226614,.0052330615,.036404531,0
AFG,COG,.95438862,.0085629057,.060164828,0
AFG,COK,.91269433,.018726951,.062914111,0
AFG,COL,.89042699,.015973624,.12252023,0
AFG,COM,.97784072,.0041576019,.029251501,0
AFG,CPV,.95379728,.0074757189,.057189293,0
AFG,CRI,.88509768,.016677924,.12210304,0
AFG,CUB,.89288515,.015135151,.12275202,0
AFG,CUW,.97536755,.005193145,.020769717,0
AFG,CXR,.91854507,.017653285,.05869795,0
AFG,CYM,.82715511,.036861788,.12642404,0
AFG,CYP,.84651613,.017607037,.12255795,0
AFG,CZE,.85257655,.013304455,.089957863,0
AFG,DEU,.85456282,.023193827,.10968088,0
AFG,DJI,.96565723,.0068045002,.045212027,0
AFG,DMA,.90489233,.020385323,.071406826,0
AFG,DNK,.85356802,.0250658,.11117212,0
AFG,DOM,.89758527,.01467546,.11650351,0
AFG,DZA,.98008424,.0048550568,.023439523,0
AFG,ECU,.90054053,.01410685,.11349374,0
AFG,EGY,.97166491,.0072505823,.021147981,0
AFG,ERI,.99996406,.00088181306,0,0
AFG,ESH,.97870779,.0046741664,.027688092,0
AFG,ESP,.88170356,.018024676,.11503316,0
AFG,EST,.89720428,.012935289,.068793908,0
AFG,ETH,.99933487,.00043638633,.00023388614,0
AFG,FIN,.90472215,.019421374,.076274842,0
AFG,FJI,.87997609,.0080600828,.026600923,0
AFG,FLK,.81783718,.039073683,.13126996,0
AFG,FRA,.88221556,.021827644,.12310149,0
AFG,FRO,.84079218,.011240663,.10607754,0
AFG,FSM,.93551612,.013850452,.046468318,0
AFG,GAB,.9403708,.011167684,.078544684,0
AFG,GBR,.83482105,.031827286,.12542352,0
AFG,GEO,.93634421,.0048406217,.038300179,0
AFG,GGY,.81811851,.038936626,.13080952,0
AFG,GHA,.94106877,.012370913,.041952457,0
AFG,GIB,.85484916,.028340558,.12084121,0
AFG,GIN,.95602,.0043989746,.030949719,0
AFG,GLP,.95287693,.0089625511,.062145922,0
AFG,GMB,.9775449,.0043194252,.026898688,0
AFG,GNB,.98539507,.0025000847,.017185971,0
AFG,GNQ,.93215561,.010324622,.080365218,0
AFG,GRC,.83137852,.016347082,.13727723,0
AFG,GRD,.8186267,.0019538051,.0065639042,0
AFG,GRL,.98418486,.0034661251,.011446199,0
AFG,GTM,.91356432,.012212338,.099061631,0
AFG,GUF,.94258034,.0093678376,.064870059,0
AFG,GUM,.91605771,.017963706,.065864496,0
AFG,GUY,.82252604,.0053245588,.017729245,0
AFG,HKG,.95126241,.010626401,.034587711,0
AFG,HND,.89345288,.015098958,.12183255,0
AFG,HRV,.85083205,.018925643,.095299102,0
AFG,HTI,.968844,.0082275458,.041006275,0
AFG,HUN,.94609904,.01172026,.0396333,0
AFG,IDN,.99932247,.0032962847,.000081783401,0
AFG,IMN,.81857181,.038343206,.13024268,0
AFG,IND,.78284103,.012379579,.11777141,0
AFG,IOT,.81783718,.039073683,.13126996,0
AFG,IRL,.83392769,.030399455,.12699902,0
AFG,IRN,.47892669,.0025121283,.34637684,0
AFG,IRQ,.9189021,.0075020478,.039498009,0
AFG,ISL,.82910854,.02848655,.1112043,0
AFG,ISR,.92683899,.01352491,.051139444,0
AFG,ITA,.85769731,.01617498,.1227722,0
AFG,JAM,.65712887,.0026322049,.012050343,0
AFG,JEY,.82254922,.037441663,.12921183,0
AFG,JOR,.96867234,.0076428028,.022531077,0
AFG,JPN,.98451245,.013919051,.011246753,0
AFG,KAZ,.89953154,.0090568624,.056116864,0
AFG,KEN,.92561626,.015853634,.053425793,0
AFG,KGZ,.92791271,.0058960007,.033376448,0
AFG,KHM,.9678421,.0080300625,.024504246,0
AFG,KIR,.95585734,.0097048217,.03181003,0
AFG,KNA,.81561249,.0010248675,.0085191103,0
AFG,KOR,.96588892,.0090190656,.024444282,0
AFG,KWT,.95958191,.002884829,.029180229,0
AFG,LAO,.99721247,.0012764733,.0036669809,0
AFG,LBN,.95350718,.0095996317,.043074049,0
AFG,LBR,.94778228,.00023645796,.00079326867,0
AFG,LBY,.99735373,.0015035021,.00055537128,0
AFG,LCA,.94654185,.010097631,.040569559,0
AFG,LIE,.8668232,.0010301096,.11786444,0
AFG,LKA,.80935431,.0092409672,.024380982,0
AFG,LSO,.96528584,.0090464428,.025032451,0
AFG,LTU,.78876781,.011015417,.093932129,0
AFG,LUX,.8704617,.020356165,.098167531,0
AFG,LVA,.78718346,.010888808,.090163164,0
AFG,MAC,.96568274,.0076037743,.025708942,0
AFG,MAF,.86795098,.0093616461,.037197933,0
AFG,MAR,.97309482,.0061153132,.029091062,0
AFG,MCO,.88585657,.016476117,.13448037,0
AFG,MDA,.76711923,.011519285,.12425915,0
AFG,MDG,.96916306,.0056455429,.040103637,0
AFG,MDV,.73939508,.00041928393,0,0
AFG,MEX,.89354068,.015711371,.11802773,0
AFG,MHL,.9006092,.021319197,.071622893,0
AFG,MKD,.85407048,.0051074522,.067859188,0
AFG,MLI,.98658729,.0026236228,.017691189,0
AFG,MLT,.90008873,.018760227,.082959376,0
AFG,MMR,.99407083,.00099998619,.0015487984,0
AFG,MNE,.8495943,.0080294749,.049387593,0
AFG,MNG,.9371981,.0026601139,.025319083,0
AFG,MNP,.89191711,.023905104,.077886552,0
AFG,MOZ,.96221823,.0060352585,.046448912,0
AFG,MRT,.99105853,.0026271811,.011731161,0
AFG,MSR,.81808704,.00096569944,.0032443148,0
AFG,MTQ,.9534753,.0087284986,.061410803,0
AFG,MUS,.92508852,.011554725,.072075702,0
AFG,MWI,.9908976,.001791095,.0064845732,0
AFG,MYS,.95078844,.0091444198,.033275224,0
AFG,MYT,.95936316,.0076244264,.053642921,0
AFG,NAM,.95789343,.0078953505,.029674465,0
AFG,NCL,.92504585,.014081447,.098943703,0
AFG,NER,.97863334,.00214533,.013208322,0
AFG,NFK,.90582061,.020306839,.067867465,0
AFG,NGA,.97021705,.0057717552,.019091913,0
AFG,NIC,.89348137,.014927619,.12088696,0
AFG,NIU,.93749315,.013407636,.045043614,0
AFG,NLD,.85033572,.024048187,.11247355,0
AFG,NOR,.84573233,.017377645,.12259223,0
AFG,NPL,.77127707,.00045516549,.0024960451,0
AFG,NRU,.90715003,.019992944,.066909447,0
AFG,NZL,.83842832,.032653484,.11614546,0
AFG,OMN,.95427173,.0022441428,.022241887,0
AFG,PAK,.73428839,.023731941,.05189129,0
AFG,PAN,.88157457,.015036911,.11013972,0
AFG,PCN,1,.00021838525,0,0
AFG,PER,.9064309,.013217364,.10715649,0
AFG,PHL,.94610846,.012963708,.038928885,0
AFG,PLW,.89350319,.023014238,.076743618,0
AFG,PNG,.97874397,.0054175784,.011150892,0
AFG,POL,.85135716,.015553012,.088663153,0
AFG,PRI,.86795753,.022981331,.12601879,0
AFG,PRK,.99995846,.0021343057,.000019260931,0
AFG,PRT,.87921703,.021069521,.13184394,0
AFG,PRY,.94240624,.008106905,.065389715,0
AFG,PSE,.99987668,.0015391947,.000035784269,0
AFG,PYF,.91945326,.015132476,.10632622,0
AFG,QAT,.93326247,.0028452654,.029736901,0
AFG,REU,.93926448,.010781004,.07712128,0
AFG,ROU,.76646358,.018613789,.13709556,0
AFG,RUS,.85789782,.0094447006,.086986147,0
AFG,RWA,.97198856,.0062562139,.023256944,0
AFG,SAU,.970963,.0024541868,.012289449,0
AFG,SDN,.99973059,.00098400132,3.6583854e-09,0
AFG,SEN,.98766911,.0024230492,.016276784,0
AFG,SGP,.92670542,.0142968,.050185546,0
AFG,SHN,.81783718,.039073683,.13126996,0
AFG,SLB,.9626736,.008008861,.026894931,0
AFG,SLE,.93066883,.0030697156,.0099748699,0
AFG,SLV,.89234561,.015230484,.12322491,0
AFG,SMR,.86174577,.011881557,.13800246,0
AFG,SOM,.99928463,.00088249531,.00030597998,0
AFG,SPM,.89803684,.019130679,.13459708,0
AFG,SRB,.85672903,.0017505219,.022122933,0
AFG,SSD,.99998689,.00051562791,0,0
AFG,STP,.91289312,.014746975,.10602499,0
AFG,SUR,.89453143,.010576055,.040414881,0
AFG,SVK,.85880607,.011603054,.081487842,0
AFG,SVN,.8512612,.017166512,.086958691,0
AFG,SWE,.84931332,.025857048,.12254677,0
AFG,SWZ,.98564196,.0027092176,.010419687,0
AFG,SXM,.86302263,.010513503,.05867574,0
AFG,SYC,.93279052,.013591808,.066817001,0
AFG,SYR,.97897422,.0015257789,.014794536,0
AFG,TCA,.84462428,.002698468,.008749363,0
AFG,TCD,.98355627,.0031607877,.020878017,0
AFG,TGO,.96562785,.0064626411,.04517284,0
AFG,THA,.96859729,.0085888961,.022796217,0
AFG,TJK,.47273958,.0042584864,.40637067,0
AFG,TKL,.93990076,.012894397,.043308634,0
AFG,TKM,.91289008,.01574141,.032769922,0
AFG,TLS,.99493825,.0011428024,.0053220675,0
AFG,TON,.95671445,.0097087584,.0311924,0
AFG,TTO,.82276613,.035523079,.12325608,0
AFG,TUN,.97041476,.006714711,.034525029,0
AFG,TUR,.92754436,.0067762486,.035174683,0
AFG,TUV,.98663026,.0028706542,.009634492,0
AFG,TWN,.99992573,.00055428297,.000052534429,0
AFG,TZA,.98704976,.0025894491,.0093555851,0
AFG,UGA,.92599618,.015608,.05331137,0
AFG,UKR,.84615117,.0093506016,.099047154,0
AFG,URY,.87729442,.019359572,.12366818,0
AFG,USA,.8360697,.033204839,.12446257,0
AFG,UZB,.90233737,.0031087927,.044194285,0
AFG,VAT,.85890538,.01329486,.13854201,0
AFG,VCT,.81326479,.0013565595,.014256139,0
AFG,VEN,.89415616,.014964321,.12119536,0
AFG,VGB,.82729876,.006791844,.031882711,0
AFG,VIR,.82982206,.018479854,.073095612,0
AFG,VNM,.99924237,.0016799421,.00097528164,0
AFG,VUT,.93866694,.012825345,.055490807,0
AFG,WLF,.95430279,.0085738683,.060322877,0
AFG,WSM,.92474306,.016343854,.054231554,0
AFG,YEM,.98882455,.0031844012,.008262693,0
AFG,ZAF,.95196456,.0088507319,.032551572,0
AFG,ZMB,.95641196,.0090423785,.031355698,0
AFG,ZWE,.9555099,.0094464533,.032032896,0
AGO,ABW,.84297127,.20464285,.18625933,0
AGO,AFG,.94858563,.008319566,.06363482,0
AGO,AGO,.5585807,.27117786,.27153876,1
AGO,AIA,.99719065,.0077540851,.004659323,0
AGO,ALA,.94702035,.09372849,.11258429,0
AGO,ALB,.92722672,.0068461522,.11676432,0
AGO,AND,.69266665,.33778635,.37133074,0
AGO,ARE,.96461433,.074590452,.058037821,0
AGO,ARG,.66899842,.339423,.3660363,0
AGO,ARM,.92992228,.050345927,.1347793,0
AGO,ASM,.96777391,.10228482,.060413964,0
AGO,ATG,.98923951,.032693084,.019644825,0
AGO,AUS,.93007964,.17446174,.11520647,0
AGO,AUT,.91135103,.11248387,.097385705,0
AGO,AZE,.97917771,.0287033,.039125774,0
AGO,BDI,.63113415,.026392044,.03011951,0
AGO,BEL,.85563874,.19672334,.19970852,0
AGO,BEN,.8218472,.078373641,.088999577,0
AGO,BES,.9547447,.088263623,.060538821,0
AGO,BFA,.85332417,.065431118,.080070794,0
AGO,BGD,.94352412,.049726993,.092362985,0
AGO,BGR,.92797899,.098574542,.11176659,0
AGO,BHR,.98447078,.012294418,.018172728,0
AGO,BHS,.99372149,.02055919,.011184317,0
AGO,BIH,.70487773,.015943645,.085905701,0
AGO,BLM,.76526189,.28167,.31869864,0
AGO,BLR,.93685162,.090110302,.12141037,0
AGO,BLZ,.83282501,.21063988,.19917563,0
AGO,BMU,.92169702,.20790353,.13177772,0
AGO,BOL,.69445753,.29936743,.33390921,0
AGO,BRA,.5574984,.44782969,.44541603,1
AGO,BRB,.99078262,.027854091,.016737139,0
AGO,BRN,.98154986,.057596967,.034563217,0
AGO,BTN,.99456352,.0018454189,.0026319479,0
AGO,BWA,.71650803,.072269991,.035209887,0
AGO,CAF,.88914311,.047747765,.054916203,0
AGO,CAN,.88209492,.19935814,.17051618,0
AGO,CCK,.98374814,.049520407,.029756131,0
AGO,CHE,.85354561,.17838767,.21959592,0
AGO,CHL,.65688097,.34893441,.38003409,0
AGO,CHN,.9993273,.0062538413,.0012578472,0
AGO,CIV,.80235058,.077538013,.088677548,0
AGO,CMR,.86030579,.11291502,.10758193,0
AGO,COD,.71058494,.089048557,.10222802,0
AGO,COG,.77350175,.14521891,.16618082,0
AGO,COK,.96957088,.094935119,.057045206,0
AGO,COL,.63614988,.36185497,.39983964,0
AGO,COM,.64467508,.070499763,.080191299,0
AGO,CPV,.79553115,.20448063,.20447002,1
AGO,CRI,.64839286,.3542859,.38804182,0
AGO,CUB,.62246287,.37014699,.41295314,0
AGO,CUW,.96864116,.069510177,.038384013,0
AGO,CXR,.9714703,.090150163,.053222347,0
AGO,CYM,.92579544,.20013717,.12701048,0
AGO,CYP,.93272758,.11659036,.12703079,0
AGO,CZE,.93720925,.09581729,.10223633,0
AGO,DEU,.91978419,.14932963,.12493227,0
AGO,DJI,.90899414,.11065535,.12350172,0
AGO,DMA,.95487648,.11627761,.077101432,0
AGO,DNK,.93146884,.14645417,.12203877,0
AGO,DOM,.64499795,.35181299,.38943982,0
AGO,DZA,.95739776,.058615956,.058382891,0
AGO,ECU,.65339768,.34056795,.37948349,0
AGO,EGY,.98708659,.03904872,.022376196,0
AGO,ERI,1,.0044346033,0,0
AGO,ESH,.9415701,.071904801,.077347539,0
AGO,ESP,.68847048,.31931987,.33566573,0
AGO,EST,.95833695,.084277324,.077095672,0
AGO,ETH,.98438305,.0032268052,.00021228801,0
